,_has_fetched,city,country,name,postal_code,state,street,telephone,type,url,web
6090,True,South Molton,England,Hancocks Devon Cider,EX36 4HX,Devon,Clapworthy Mill,(0) 1769 572678,Cidery,/brewers/hancocks-devon-cider/7292/,http://www.hancockscider.co.uk/
6091,True,Brighton,England,Hand Brew Co,BN2 1JN,East Sussex,"Hand in Hand, 33 Upper St James St",(1273) 699595,Brew Pub/Brewery,/brewers/hand-brew-co/28678/,https://www.twitter.com/HandBrewCo
6092,True,Chatsworth,USA,Hand Brewed Beer,91311,California,9771 Variel Ave.,(818) 920.8422,Brew Pub/Brewery,/brewers/hand-brewed-beer/22581/,https://www.facebook.com/handbrewedbeer
6093,True,Huddersfield,England,Hand Drawn Monkey,HU3 3HS,West Yorkshire,"Plover Road, Lindley,",01484 655262,Microbrewery,/brewers/hand-drawn-monkey/15955/,https://www.facebook.com/pages/Hand-Drawn-Monkey/218725284917106
6094,True,Petersburg,USA,Hand Of Fate Brewing Company,62675,Illinois,105 E. Douglas Street,,Microbrewery,/brewers/hand-of-fate/25037/,https://www.facebook.com/handoffatebrewingcompany
6095,True,Pleasanton,USA,Handles Gastropub,94566,California,855 Main Street,(925) 399-6690,Brew Pub,/brewers/handles-gastropub/13446/,https://www.facebook.com/handlesgastropub
6096,True,Barnby-in-the-Willows,England,Handleys,NG24 2SA,Nottinghamshire,"The Willow Tree, Front St,",(1636) 629003,Brew Pub/Brewery,/brewers/handleys/14599/,https://www.facebook.com/willowtreebarnby
6097,True,Chippenham,England,Handmade Cider Co,SN14 8RG,Wiltshire,"2 Highbank, Slaughterford,",07590 264 804,Cidery,/brewers/handmade-cider-co/13388/,https://www.facebook.com/pages/Handmade-Cider-Co/208497385831975?sk=info
6098,True,,USA,Handsome Beer Co.,,Washington DC,,,Client Brewer,/brewers/handsome-beer-co/20622/,https://www.facebook.com/handsomebeer
6099,True,Redlands,USA,Hangar 24 Craft Brewery,92374,California,1710 Sessums Drive,(909) 389-1400,Brew Pub/Brewery,/brewers/hangar-24-craft-brewery/9398/,https://www.facebook.com/hangar24brewery
6100,True,Hartford,USA,Hanging Hills Brewing Company,06114,Connecticut,150 Ledyard Street,(413) 234-1092,Microbrewery,/brewers/hanging-hills/26576/,https://www.facebook.com/HangingHillsBrewing
6101,True,Placerville,USA,Hangtown Brewery,95667,California,560 A Placerville Drive,,Microbrewery,/brewers/hangtown-brewery/252/,http://www.hangtownbrewery.com/
6102,True,Cheney,USA,Hank is Wiser Brewery,67205,Kansas,213 N Main Street,(316) 542-0113,Brew Pub,/brewers/hank-is-wiser-brewery/6625/,https://www.facebook.com/hankiswiserbrewery
6103,True,Newton St Cyres,England,Hanlons (prev OHanlons),EX5 5AE,Devon,"The Brewery, Hill Farm, Half Moon Village",1392 851160,Microbrewery,/brewers/hanlons-prev-ohanlons/1049/,https://www.facebook.com/hanlonsbrewery
6104,True,Mönchengladbach,Germany,Hannen (Oettinger/Carlsberg),,North Rhine-Westphalia,Senefelderstrasse 25-29,,Commercial Brewery,/brewers/hannen-oettinger-carlsberg/1735/,http://www.hannen.de
6105,True,Xian,China,Hans Beer Brewery (Tsingtao),,,,,Commercial Brewery,/brewers/hans-beer-brewery-tsingtao/5221/,http://www.hansbeer.net/
6106,True,Axberg,Austria,Hans Reisetbauer Obstbau,A-4062,,Axberg 15,,Cidery,/brewers/hans-reisetbauer-obstbau/9354/,http://www.reisetbauer.at/
6107,True,Cleveland,USA,Hansa Brewery,44113,Ohio,2717 Lorain Ave.,(216) 631-6585,Brew Pub,/brewers/hansa-brewery/28732/,https://www.facebook.com/hansabrewery
6108,True,Aschaffenburg,Germany,Hanscraft & Co.,63743,Bavaria,Würzburger Str. 152,(6021) 5808990,Client Brewer,/brewers/hanscraft-and-co/16684/,http://www.hc-co.de
6109,True,Rostock,Germany,Hanseatische Brauerei Rostock (Oetker Group),18057,Mecklenburg-Vorpommern,Doberaner Str. 27,(381) 45 64 50,Commercial Brewery,/brewers/hanseatische-brauerei-rostock-oetker-group/1792/,http://www.rostocker.de/
6110,True,Stralsund,Germany,Hansekontor Stralsund,18439,Mecklenburg-Vorpommern,Alter Markt 9,,Client Brewer,/brewers/hansekontor-stralsund/17200/,https://www.facebook.com/pages/Hansekontor-Stralsund/205254552864747?rf=86929554
6111,True,Flensburg,Germany,Hansens Brauerei,24939,Schleswig-Holstein,Schiffbrücke 16,(461) 22210,Brew Pub,/brewers/hansens-brauerei/3531/,http://www.hansens-brauerei.de
6112,True,Tulsa,USA,Hanson Brothers Beer Company,,Oklahoma,,,Client Brewer,/brewers/hanson-brothers-beer-company/22707/,https://www.facebook.com/Mmmhops
6113,True,Västerås,Sweden,Hantverksbryggeriet,,,,0702742432,Microbrewery,/brewers/hantverksbryggeriet/5005/,http://www.hantverksbryggeriet.se/
6114,True,San Jose,USA,Hapas Brewing Company,95126,California,460 Lincoln Ave. Ste. 90,(408) 982-3299,Microbrewery,/brewers/hapas/30206/,https://www.facebook.com/hapasbrewing
6115,True,Topeka,USA,Happy Basset Brewing Company,66614,Kansas,6044 SW 29th Street,(785) 640-3151,Microbrewery,/brewers/happy-basset/28785/,https://www.facebook.com/HappyBassetBrewingCompany
6116,True,Los Angeles,USA,Happy Hour Beverages,,California,,,Client Brewer,/brewers/happy-hour-beverages/18232/,https://www.facebook.com/happyhourbev
6117,True,Macclesfield,England,Happy Valley (UK),SK10 5QT,Cheshire,"8 Hazelhurst Drive, Bollington",07758 512080,Microbrewery,/brewers/happy-valley-uk/12343/,https://www.facebook.com/HappyValleyBrewery
6118,True,State College,USA,Happy Valley Brewing Co. (PA),16801,Pennsylvania,137 Elmwood Street,(814) 234-4406,Brew Pub,/brewers/happy-valley-pa/17999/,https://www.facebook.com/happyvalleybeer
6119,True,Somerset,USA,Happy Valley Brewing Company (CA),95684,California,6452 Happy Valley Rd,,Microbrewery,/brewers/happy-valley-ca/2959/,http://www.happyvalleybrewing.com/
6120,True,Skælskør,Denmark,Harboes Bryggeri,4230,,Spegerborgvej 34,58168888,Commercial Brewery,/brewers/harboes-bryggeri/957/,http://www.harboes-bryggeri.dk
6121,True,Port Washington,USA,Harbor City Brewing Company,53074,Wisconsin,535 West Grand Avenue,(262) 284-3118,Client Brewer,/brewers/harbor-city/338/,http://beerme.com/brewery.php?1998
6122,True,Egg Harbor,USA,Harbor Ridge Winery,54209,Wisconsin,4690 Rainbow Ridge Ct.,(920) 868-4321,Cidery,/brewers/harbor-ridge-winery/23642/,https://www.facebook.com/HarborRidgeWinery
6123,True,Bodmin,England,Harbour,PL30 5BB,Cornwall,Trekillick Farm,01208 832131,Microbrewery,/brewers/harbour/13905/,https://www.facebook.com/Harbourbrewing
6124,True,Harby,England,Harby Brewstore,NG23 7EB,Nottinghamshire,"Bottle and Glass, 5 High Street",01522 703438,Brew Pub/Brewery,/brewers/harby-brewstore/28616/,http://www.wigandmitre.com
6125,True,San Francisco,USA,Hard Frescos Brewing Company,94122,California,3645 Lawton Street,(415) 340-3654,Microbrewery,/brewers/hard-frescos/31653/,https://www.facebook.com/hardfrescos
6126,True,Cottage Grove,USA,Hard Knocks Brewing,97424,Oregon,1024 E. Main Street,(541) 942-3631,Brew Pub,/brewers/hard-knocks-brewing/20721/,https://www.facebook.com/hardknocksbrewing
6127,True,Manson,USA,Hard Row to Hoe,98831,Washington,300 Ivan Morse Road,(509) 687 3000,Cidery,/brewers/hard-row-to-hoe/14968/,https://www.facebook.com/HardRowtoHoeVineyards
6128,True,Ulvik,Norway,Hardanger Saft- og Siderfabrikk,5730,,Øvre Lekve,56526161,Cidery,/brewers/hardanger-saft-og-siderfabrikk/7763/,http://www.hardangersider.no
6129,True,Pen Argyl,USA,Hardball Cider,18072,Pennsylvania,506 E Main Street,(484) 341-3101,Cidery,/brewers/hardball-cider/28152/,https://www.facebook.com/hardballcider
6130,True,Cincinnati,USA,HardCore Cider (Boston Beer Company),45214,Ohio,1625 Central Pkwy,(513) 723-1953,Cidery,/brewers/hardcore-cider-boston-beer-company/516/,https://www.facebook.com/pages/HardCore-Hard-Apple-Cider/10150102184695314
6131,True,Krauchthal,Switzerland,Hardeggerperle,3326,,Hardegg 5,(34) 4110050,Microbrewery,/brewers/hardeggerperle/6391/,http://www.hardeggerperle.ch/
6132,True,Liskeard,England,Hardhead Brewing Co.,PL14 5RE,Cornwall,"Unit 26, Pensilva Industrial Estate, St. Ive Road, Pensilva",07763 766106,Microbrewery,/brewers/hardhead/20782/,https://www.facebook.com/pages/HardHead-Brewing-Co/456028017860631
6133,True,Millom,England,Hardknott,LA18 4JS,Cumbria,"Unit 10, Devonshire Road Industrial Estate",01229 779309,Microbrewery,/brewers/hardknott/7304/,http://www.hardknott.com/
6134,True,North Salem,USA,Hardscrabble Cider,10560,New York,130 Hardscrabble Road,(914) 485-1210,Cidery,/brewers/hardscrabble-cider/28081/,https://www.facebook.com/HardscrabbleCider
6135,True,Johnstown,USA,Hardtail Brewing Company,80401,Colorado,1901 Youngsfield Street,(970)  660-5635,Client Brewer,/brewers/hardtail/13069/,https://www.facebook.com/profile.php?id=1810085631
6136,True,Lehrte,Germany,Hardtwäldle Privatbrauerei,31275,Lower Saxony,Am Lindenberg 4,(49) 05132 / 88 70 493,Microbrewery,/brewers/hardtwaldle-privatbrauerei/8334/,http://www.hardtwaeldle-privatbrauerei.de
6137,True,North Aurora,USA,Hardware,60542,Illinois,2000 West Orchard Road,(630) 299-3977,Brew Pub,/brewers/hardware/27748/,https://www.facebook.com/hardwarerestaurant
6138,True,Nottingham,England,Hardys & Hansons,NG16 2NS,Nottinghamshire,"Kimberley Brewery , Hardy Street, Kimberley",0115 938 3611,Commercial Brewery,/brewers/hardys-and-hansons/2485/,http://www.hardysandhansons.plc.uk/
6139,True,Richmond,USA,Hardywood Park Craft Brewery,23220,Virginia,2408 Ownby Lane,(804) 420-2420,Microbrewery,/brewers/hardywood-park-craft-brewery/13558/,https://www.facebook.com/hardywoodbeer
6140,True,Charlottesville,USA,Hardywood Park Pilot Brewery & Taproom - Charlottesville,22903,Virginia,"1000 W Main St., Suite A",(434) 234-3386,Microbrewery,/brewers/hardywood-park-pilot-brewery--charlottesville/31699/,https://www.facebook.com/hardywoodcville
6141,True,Drybrook,England,Harechurch Hill Cider,GL17 9BW,Gloucestershire,"White Lodge, Springfields",(1594) 541738,Cidery,/brewers/harechurch-hill-cider/6868/,http://homepage.ntlworld.com/scrumpy/cider/makers.htm#glos
6142,True,Berkhamsted,England,Haresfoot,HP4 1HL,Hertfordshire,"Haresfoot Brewing, 2 Riverpark, Billet Lane",01442 862878,Microbrewery,/brewers/haresfoot/19247/,https://www.facebook.com/haresfootbrewery
6143,True,Harlem,USA,Harlem Blue Beer,10026,New York,2214 Frederick Douglass Blvd.,(646) 284 1010,Client Brewer,/brewers/harlem-blue-beer/18904/,https://www.facebook.com/pages/Harlem-Blue-Beer/410406838969447
6144,True,Harlem,USA,Harlem Brewing Company,,New York,,(888) 559-6735,Client Brewer,/brewers/harlem/12620/,https://www.facebook.com/pages/Harlem-Brewery/493651777400673
6145,True,Tacoma,USA,Harmon Brewery & Restaurant,98402,Washington,1938 Pacific Avenue,(253) 383-BREW,Brew Pub/Brewery,/brewers/harmon-brewery/3015/,https://www.facebook.com/HarmonBrewery
6146,True,San Francisco,USA,Harmonic Brewing,94107,California,1050 26th St,(415) 872-6817,Microbrewery,/brewers/harmonic-brewing/24014/,https://www.facebook.com/harmonicbrewing
6147,True,Grand Rapids,USA,Harmony Brewing Company,49506,Michigan,1551 Lake Dr. SE,(616) 233-0063,Brew Pub,/brewers/harmony/14093/,https://www.facebook.com/pages/Harmony-Brewing-Company/116651378360910
6148,True,Bakersfield,USA,"Harper Hills, Oildale Winery",93309,California,4800 Stockdale Highway,,Microbrewery,/brewers/harper-hills-oildale-winery/4760/,http://www.oildalewinery.com
6149,True,East Lansing,USA,Harpers Brewing Company,48823,Michigan,131 Albert Avenue,(517) 333-4040,Brew Pub,/brewers/harpers/2049/,https://www.twitter.com/harpersbrewpub
6150,True,Boston,USA,Harpoon Brewery,02210,Massachusetts,306 Northern Ave.,(617) 574-9551,Microbrewery,/brewers/harpoon-brewery/111/,https://www.facebook.com/TheHarpoonBrewery
6151,True,Minneapolis,USA,Harriet Brewing Company,55406,Minnesota,3036 Minnehaha Avenue South,(612) 315-4633,Microbrewery,/brewers/harriet/12260/,https://www.facebook.com/harrietbrewing
6152,True,Orange Park,USA,Harris Meadery,32073,Florida,,,Meadery,/brewers/harris-meadery/22902/,https://www.facebook.com/groups/Harrismeads/
6153,True,Orland Park,USA,Harrisons Brewery and Restaurant,60462,Illinois,15845 LaGrange Road,(708) 226-0100,Brew Pub,/brewers/harrisons-brewery/490/,https://www.facebook.com/pages/Harrisonss-Brewery/118881448169926
6154,True,Harrogate,England,Harrogate,HG2 0AT,North Yorkshire,35 West Lea Avenue,07774 891664,Microbrewery,/brewers/harrogate/17331/,https://www.facebook.com/Harrogatebrewco
6155,True,Bedford,England,Harrold Calvados Society,MK43,Bedfordshire,Harrold,,Cidery,/brewers/harrold-calvados-society/12192/,http://www.harroldcalvados.com/m1/index.shtml
6156,True,Langport,England,Harrys Cider Company Limited,TA10 9NS,Somerset,Littlefield Farm Long Sutton,01458 241324,Cidery,/brewers/harrys-cider-company-limited/14213/,https://www.facebook.com/pages/Harrys-Cider-Company/233975313292982
6157,True,Marysville,USA,Harsens Island Brewery,48040,Michigan,808 Gratiot Blvd,(810) 937-2937,Brew Pub,/brewers/harsens-island-brewery/24226/,https://www.facebook.com/pages/Harsens-Island-Brewery/759622884068902
6158,True,Halifax,Canada,Hart & Thistle,B3J 1S9,Nova Scotia,1869 Upper Water Street,(902) 407-HART,Brew Pub,/brewers/hart-and-thistle/10701/,https://www.facebook.com/pages/Hart-Thistle/172330196160585
6159,True,Wellingborough,England,Hart Family Brewers,NN8 1LD,Northamptonshire,"The 1833 Brewery, Unit 21 Nene Court, 27 The Embankment",(193) 3228324,Microbrewery,/brewers/hart-family-brewers/14760/,https://www.facebook.com/hartfamilybrewers
6160,True,Preston,England,Hart of Preston,PR1 7PH,Lancashire,Unit 5 Oxhey Ind Est. Greenbank St.,(7825) 249091,Microbrewery,/brewers/hart-of-preston/3646/,http://www.hartbreweryltd.co.uk/
6161,True,Dunmow,England,Hart of Stebbing,CM6 3SQ,Essex,"White Hart, High Street, Stebbing",(1371) 856383,Brew Pub/Brewery,/brewers/hart-of-stebbing/9282/,http://www.hartofstebbingbrewery.co.uk/
6162,True,Harthill,England,Harthill Village,S26 7YH,South Yorkshire,"Beehive Farm, Union Street",,Microbrewery,/brewers/harthill-village/16226/,https://www.facebook.com/HarthillVillageBrewery
6163,True,Lappersdorf,Germany,Hartl Bräu,93138,Bavaria,Kolpingstr. 15,(941) 8703133,Microbrewery,/brewers/hartl-brau/26759/,https://www.facebook.com/hartlbraeu
6164,True,Gloucester,England,Hartlands Cider,GL19 4HA,Gloucestershire,"Tirley Villa, Hill Farm Lane, Tirley",01452 780480,Cidery,/brewers/hartlands-cider/4579/,http://www.somersetmade.co.uk/oldscrump/ciderfarms/hartlands.php
6165,True,Dischingen-Dunstelkingen,Germany,Härtsfelder Familienbrauerei Hald,89561,Baden-Württemberg,Hofener Str. 19,(7327) 9229 - 0,Commercial Brewery,/brewers/hartsfelder-familienbrauerei-hald/8248/,http://www.haertsfelder.de/
6166,True,Derby,England,Hartshorns,DE21 4ED,Derbyshire,"Unit 4 Tomlinsons Ind Est, Alfreton Road,",(7830) 367125,Microbrewery,/brewers/hartshorns/15393/,http://www.hartshornsbrewery.com/
6167,True,Mechanicsburg,USA,Harty Brewing Company,17050,Pennsylvania,146 Walden Way,(717) 395-3478,Microbrewery,/brewers/harty/24183/,https://www.facebook.com/HartyBrew
6168,True,Harvard,USA,Harvard Cider Company,01451,Massachusetts,"325 Ayer Road, Unit 116",(978) 391-1329,Cidery,/brewers/harvard-cider-company/25582/,https://www.facebook.com/HarvardCiderCo
6169,True,Camberley,England,Harvest,GU15 1EB,Surrey,"1 Amber Hill,",,Microbrewery,/brewers/harvest/24155/,http://www.eghambeerfestival.co.uk/ebf21-summer-2015
6170,True,Bennington,USA,Harvest Brewing Company,05201,Vermont,201 South Street,(802) 681-8520,Microbrewery,/brewers/harvest/31534/,https://www.facebook.com/harvestbrewingvt
6171,True,Belt,USA,Harvest Moon Brewery (MT),59412,Montana,57 Castner Street,(406) 277 3188,Microbrewery,/brewers/harvest-moon-brewery-mt/3886/,https://www.facebook.com/pages/Harvest-Moon-Brewery/1461004910895796
6172,True,New Brunswick,USA,Harvest Moon Brewery (NJ),08901,New Jersey,392 George St.,(732) 249-6666,Brew Pub,/brewers/harvest-moon-brewery-nj/3132/,https://www.facebook.com/pages/Harvest-Moon-Brewery-Cafe/110481249006574
6173,True,Cazenovia,USA,Harvest Moon Cidery,13035,New York,3232 Rippleton Road  State Route 13,(315) 662-3355,Cidery,/brewers/harvest-moon-cidery/15477/,https://www.facebook.com/pages/Critz-Farms/126647672580
6174,True,Lewes,England,Harveys,BN7 2AH,East Sussex,"Harvey & Son (Lewes) Ltd, The Bridge Wharf Brewery, 4-6 Cliffe High Street",01273 480209,Commercial Brewery,/brewers/harveys/248/,https://www.facebook.com/HarveysBreweryLewes
6175,True,Shakopee,USA,Harwells Steakhouse & Brewery,55379,Minnesota,1128 Vierling Dr E,,Brew Pub,/brewers/harwells-brewery/3639/,http://www.shakopee.org/dining.html
6176,True,Harwich,England,Harwich Town,CO12 3NA,Essex,Station Approach,01255 551155,Microbrewery,/brewers/harwich-town/8736/,https://www.facebook.com/pages/Harwich-United-Kingdom/Harwich-Town-Brewing-Co/241515332230
6177,True,Daverden,Germany,Häsefelder Brauerei,27299,Lower Saxony,Häsefeld 4,(4232) 267216,Microbrewery,/brewers/hasefelder-brauerei/29220/,http://www.haesefelder-brauerei.de/
6178,True,Augsburg,Germany,Hasen Bräu (Hasenbräu),86179,Bavaria,Unterer Talweg 87,(821) 32990,Commercial Brewery,/brewers/hasen-brau-hasenbrau/1731/,https://www.facebook.com/HasenBraeu
6179,True,Wernigerode,Germany,Hasseröder Brauerei (InBev),38855,Saxony-Anhalt,Auerhahnring 1,,Commercial Brewery,/brewers/hasseroder-brauerei-inbev/1981/,http://www.hasseroeder.de/
6180,True,St Leonards-on-Sea,England,Hastings Beer Co,TN38 9NB,East Sussex,12 Moorhurst Road,01424 572050,Microbrewery,/brewers/hastings-beer-co/13689/,https://www.facebook.com/hastingsbeerco
6181,True,Vancouver,Canada,Hastings Mill Brewing (Pats Pub),V6A1P6,British Columbia,403 E Hastings,(604) 255-4301,Brew Pub,/brewers/hastings-mill-brewing-pats-pub/9322/,https://www.facebook.com/PatsPubandBrewHouse
6182,True,Abbotsford,Canada,Hathi Brewing,V4X1T3,British Columbia,1A - 30321 Fraser Hwy,(604) 607-5104,Client Brewer,/brewers/hathi-brewing/27731/,https://www.facebook.com/hathibrewing
6183,True,"Towada, Aomori Prefecture",Japan,"Hatomasamune Shuzou Co, Ltd.",034-0001,,,0176-23-0221,Sake Producer,/brewers/hatomasamune-shuzou-co-ltd/5922/,http://www.towada.or.jp/kaiin/hatoms01.htm
6184,True,Swanage,England,Hattie Brown,BH19 1AU,Dorset,"Unit 1 Purbeck Business Centre, Victoria Avenue Industrial Estate",1929 439229,Microbrewery,/brewers/hattie-brown/24641/,http://
6185,True,Karlsruhe,Germany,Hatz-Moninger Brauhaus,76185,Baden-Württemberg,Durmersheimer Straße 59,(721) 5702-0,Commercial Brewery,/brewers/hatz-moninger-brauhaus/1860/,http://www.moninger.de/
6186,True,Lohmar,Germany,Haus Erlebnisbrauerei Lohmar,53797,North Rhine-Westphalia,Meigermühle 2,(2246) 30 38 265,Brew Pub/Brewery,/brewers/haus-erlebnisbrauerei-lohmar/11562/,http://www.erlebnisbrauerei-lohmar.de/
6187,True,Dentlein am Forst,Germany,Hauf-Bräu Dentlein,91599,Bavaria,Dinkelsbühler Straße 5,(9855) 9520,Commercial Brewery,/brewers/hauf-brau-dentlein/6109/,http://www.dentleiner.com
6188,True,Lichtenau,Germany,Hauff-Bräu Lichtenau,91586,Bavaria,Hindenburgplatz 1,(9827) 9233-0,Microbrewery,/brewers/hauff-brau-lichtenau/4466/,http://www.hauff-braeu.com/
6189,True,Danbury,USA,Haunting Whisper Vineyards,03230,New Hampshire,77 Oak Ridge Road,(603) 768 5506,Cidery,/brewers/haunting-whisper-vineyards/11842/,https://www.facebook.com/pages/Haunting-Whisper-Vineyards/115481828486298
6190,True,Hamburg,Germany,Haus der 131 Biere,22175,Hamburg,Karlshöhe 27,(40) 6407299,Client Brewer,/brewers/haus-der-131-biere/16699/,http://www.haus-der-131-biere.de
6191,True,Dresden-Pieschen,Germany,Hausbräu im Ballhaus Watzke,01139,Saxony,Kötzschenbroder Str. 1/Ecke Leipziger Str.,(351) 85 29 20,Brew Pub,/brewers/hausbrau-im-ballhaus-watzke/6317/,https://www.facebook.com/watzke.dresden
6192,True,Lörrach- Brombach,Germany,Hausbräu Mülhaupt,79541,Baden-Württemberg,Mulsowstraße 26,(49) 0 76 21/51654,Microbrewery,/brewers/hausbrau-mulhaupt/11882/,http://www.hausbraeu-muelhaupt.de/Home/index.htm
6193,True,Stegaurach,Germany,Hausbräu Stegaurach,96135,Bavaria,Ruhlstraße 6,(951) 299 709,Microbrewery,/brewers/hausbrau-stegaurach/8102/,http://www.hausbraeu-stegaurach.de
6194,True,Lampertheim,Germany,Hausbrauerei Alte Kelter Lampertheim,68623,Hesse,Römerstraße123,(0) 6206/13357,Brew Pub,/brewers/hausbrauerei-alte-kelter-lampertheim/12752/,http://www.alte-kelter-lampertheim.de/index.html
