"","name","ibu","abv","calories","beer_style_name","beer_style_norm","num_ratings","overall_rating","brewery_name","brewery_type","city","state","zip_code","post_code","loc_id","lat","long"
"1190","Hill Farmstead Clara",NA,4,120,"Traditional Ale","Brown/Amber Ale",269,98,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1191","Stillwater Debauched - Brunello Barrel",NA,6.7,201,"Traditional Ale","Brown/Amber Ale",75,98,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","2,278","7362",39.284607,-76.55696
"1192","Cascade Noyaux",NA,8.94,268,"Sour/Wild Ale","Sour",281,100,"Cascade Brewing","Brew Pub","Portland","OR","97225","31,002","10960",45.497856,-122.76988
"1193","Scratch Spring Tonic",NA,4.5,135,"Traditional Ale","Brown/Amber Ale",26,97,"Scratch Brewing Company","Brew Pub/Brewery","Ava","IL","62907","2,040","20012",37.871546,-89.50721
"1194","OEC Aeris",57,6.2,186,"Traditional Ale","Brown/Amber Ale",13,97,"OEC Brewing (Ordinem Ecentrici Coctores)","Microbrewery","Oxford","CT","06478","28,926","9349",41.428163,-73.12729
"1195","Stillwater Debauched",NA,6.7,201,"Traditional Ale","Brown/Amber Ale",124,96,"Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","2,278","7362",39.284607,-76.55696
"1196","Rock Art Humble Harvester",50,6,180,"Traditional Ale","Brown/Amber Ale",14,95,"Rock Art Brewery","Microbrewery","Morrisville","VT","05661","25,644","1368",44.549391,-72.60332
"1197","Saint Arnold Divine Reserve #16",44,10,300,"Traditional Ale","Brown/Amber Ale",34,95,"Saint Arnold Brewing Company","Brew Pub/Brewery","Houston","TX","77020","17,705","8885",29.775927,-95.31836
"1198","Dogfish Head Sahtea",NA,9,270,"Traditional Ale","Brown/Amber Ale",704,94,"Dogfish Head Brewery","Microbrewery","Milton","DE","19968","24,767","17899",38.772648,-75.28665
"1199","Off Color Eille",15,7.5,225,"Traditional Ale","Brown/Amber Ale",48,95,"Off Color Brewing","Microbrewery","Chicago","IL","60647","7,014","11056",41.921126,-87.70085
"1200","Olvalde The Auroch??s Horn",NA,10,300,"Traditional Ale","Brown/Amber Ale",102,93,"Olvalde Farm and Brewing Company","Microbrewery","Rollingstone","MN","55969","32,970","8284",44.079021,-91.84612
"1201","De Garde Fleur Desay",NA,6.3,189,"Traditional Ale","Brown/Amber Ale",32,92,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1202","Listermann Colonel Plug",NA,6.2,186,"Traditional Ale","Brown/Amber Ale",13,91,"Listermann Brewing Company","Microbrewery","Cincinnati","OH","45201","7,218","9416",39.166759,-84.53822
"1203","East End Kvass",NA,3.3,99,"Traditional Ale","Brown/Amber Ale",44,93,"East End Brewing Company","Microbrewery","Pittsburgh","PA","15206","30,447","18744",40.468968,-79.91863
"1204","Cigar City Humidor Series Gruit",NA,6,180,"Traditional Ale","Brown/Amber Ale",157,93,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1205","De Garde Boysenberry Bu",NA,4.3,129,"Fruit Beer","Other (Cider, Mead, etc.)",41,99,"De Garde Brewing","Microbrewery","Tillamook","OR","97141","38,521","11640",45.459109,-123.80389
"1206","Dogfish Head Midas Touch Golden Elixir",12,9,270,"Traditional Ale","Brown/Amber Ale",2192,88,"Dogfish Head Brewery","Microbrewery","Milton","DE","19968","24,767","17899",38.772648,-75.28665
"1207","Jester King Kvass",25,3.4,102,"Traditional Ale","Brown/Amber Ale",12,88,"Jester King Brewery","Brew Pub/Brewery","Austin","TX","78736","1,980","26624",30.245558,-97.94177
"1208","Olvalde Brynhildr??s Gift",NA,8.2,246,"Traditional Ale","Brown/Amber Ale",51,88,"Olvalde Farm and Brewing Company","Microbrewery","Rollingstone","MN","55969","32,970","8284",44.079021,-91.84612
"1209","Local Option Kentucky Common - Bourbon Barrel",NA,6.5,195,"Traditional Ale","Brown/Amber Ale",60,88,"Local Option Bierwerker","Client Brewer","Chicago","IL","60614","6,984","11056",41.922682,-87.65432
"1210","Local Option Kentucky Common",NA,6.5,195,"Traditional Ale","Brown/Amber Ale",33,88,"Local Option Bierwerker","Client Brewer","Chicago","IL","60614","6,984","11056",41.922682,-87.65432
"1211","New Albanian Poor Richards Old Lightning Rod Ale",26,7.5,225,"Traditional Ale","Brown/Amber Ale",11,92,"New Albanian Brewing Company","Microbrewery","New Albany","IN","47150","26,443","27653",38.30382,-85.82522
"1212","Austin Beerworks Heisenberg",NA,NA,NA,"German Kristallweizen","Wheat Beer",12,66,"Austin Beerworks","Microbrewery","Austin","TX","78758","2,000","26624",30.384204,-97.70392
"1213","Squatters Live & Let Live Kristallweizen",10,4,120,"German Kristallweizen","Wheat Beer",18,63,"Squatters Craft Beers","Brew Pub/Brewery","Salt Lake City","UT","84101","34,108","7379",40.754746,-111.89875
"1214","Tin Man Rosenweiss Kristallweizen",15,6,180,"German Kristallweizen","Wheat Beer",14,53,"Tin Man Brewing Company","Microbrewery","Evansville","IN","47710","12,341","26072",37.999542,-87.57621
"1215","Canal Park Neoprenanzug Malfunction",15,5.5,165,"German Kristallweizen","Wheat Beer",10,49,"Canal Park Brewing Company","Brew Pub","Duluth","MN","55802","10,727","20614",46.774593,-92.09206
"1216","Franconia Kristal-weizen",NA,NA,NA,"German Kristallweizen","Wheat Beer",27,48,"Franconia Brewing Company","Microbrewery","Frisco","TX","75071","13,983","13821",33.225107,-96.638614
"1217","Portneuf Valley Krystal Weizen",20,3.9,117,"German Kristallweizen","Wheat Beer",17,43,"Portneuf Valley Brewing Co.","Brew Pub","Pocatello","ID","83201","30,679","4464",42.883214,-112.43968
"1218","Flat Branch Kristal Weizen",NA,5,150,"German Kristallweizen","Wheat Beer",10,45,"Flat Branch Pub & Brewing","Brew Pub","Columbia","MO","65201","8,079","27417",38.926838,-92.29003
"1219","Sound Sommerweizen German Style Kristallweizen",13,5,150,"German Kristallweizen","Wheat Beer",28,42,"Sound Brewery","Microbrewery","Poulsbo","WA","98370","31,155","16243",47.743302,-122.63041
"1220","Fremont Abominable - Bourbon Barrel Coffee Cinnamon",NA,14,420,"American Strong Ale","Strong Ale",146,100,"Fremont Brewing Company","Microbrewery","Seattle","WA","98103","35,212","13678",47.66747,-122.37468
"1221","Hair of the Dog Matt",NA,12.5,375,"American Strong Ale","Strong Ale",484,100,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1222","Firestone Walker Stickee Monkee",NA,13.4,402,"American Strong Ale","Strong Ale",391,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"1223","Firestone Walker 20 (XX Twentieth Anniversary Ale)",NA,13,390,"American Strong Ale","Strong Ale",68,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"1224","Lost Abbey Box Set: Track #6 (Highway to Hell)",NA,14.3,429,"American Strong Ale","Strong Ale",82,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1225","Port Brewing Older Viscosity",NA,12,360,"American Strong Ale","Strong Ale",1158,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1226","Lost Abbey Deliverance",NA,12.5,375,"American Strong Ale","Strong Ale",758,100,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1227","AleSmith Reforged XX",NA,11,330,"American Strong Ale","Strong Ale",129,100,"AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","34,375","6960",32.914346,-117.14116
"1228","The Bruery Melange #14",NA,13.4,402,"American Strong Ale","Strong Ale",96,99,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1229","Firestone Walker 19 (XIX Nineteenth Anniversary Ale)",NA,13.8,414,"American Strong Ale","Strong Ale",115,100,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"1230","Deschutes / Hair of the Dog Collage No. 2",19,14.3,429,"American Strong Ale","Strong Ale",57,100,"Deschutes Brewery","Microbrewery","Bend","OR","97702","3,030","4847",44.020483,-121.30891
"1231","Hair of the Dog Adam from the Wood",NA,10,300,"American Strong Ale","Strong Ale",349,100,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1232","Hair of the Dog Cherry Adam from the Wood",NA,13.5,405,"American Strong Ale","Strong Ale",541,100,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1233","Kuhnhenn Solstice Stout",NA,16,480,"American Strong Ale","Strong Ale",14,100,"Kuhnhenn Brewing","Brew Pub","Warren","MI","48092","40,506","23808",42.511293,-83.0597
"1234","Arrogant Double Bastard Ale",NA,11,330,"American Strong Ale","Strong Ale",2627,100,"Arrogant Brewing","Microbrewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1235","The Bruery Melange #3",NA,17.3,519,"American Strong Ale","Strong Ale",416,100,"The Bruery","Microbrewery","Placentia","CA","92870","30,479","5453",33.883314,-117.85446
"1236","Fremont Ancient One - B-Bomb",65,14,420,"American Strong Ale","Strong Ale",17,99,"Fremont Brewing Company","Microbrewery","Seattle","WA","98103","35,212","13678",47.63877,-122.36694
"1237","Fremont Abominable - Bourbon Barrel (B-Bomb)",65,14,420,"American Strong Ale","Strong Ale",248,100,"Fremont Brewing Company","Microbrewery","Seattle","WA","98103","35,212","13678",47.685919,-122.37838
"1238","Port Brewing Old Viscosity",NA,10,300,"American Strong Ale","Strong Ale",1497,99,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1239","Lost Abbey My Black Parade",NA,12.5,375,"American Strong Ale","Strong Ale",117,99,"Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","34,651","17796",33.144908,-117.17128
"1240","Modern Times Devil??s Teeth - Bourbon Barrel - Almond, Vanilla & Cocoa",NA,11,330,"American Strong Ale","Strong Ale",26,99,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1241","Modern Times Devil??s Teeth - Bourbon Barrel-Aged & Barrel-Aged Coffee",NA,11,330,"American Strong Ale","Strong Ale",33,99,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1242","Prairie Coffee Okie",NA,13,390,"American Strong Ale","Strong Ale",163,99,"Prairie Artisan Ales","Microbrewery","Tulsa","OK","74107","39,178","7924",36.102042,-96.03144
"1243","Dogfish Head Palo Santo Marron",NA,12,360,"American Strong Ale","Strong Ale",2145,99,"Dogfish Head Brewery","Microbrewery","Milton","DE","19968","24,767","17899",38.772648,-75.28665
"1244","Sierra Nevada Barrel Aged Maillard??s Odyssey",35,10.5,315,"American Strong Ale","Strong Ale",52,99,"Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","7,067","17127",39.720955,-121.81888
"1245","Arrogant Double Bastard Ale in the Rye",NA,12.7,381,"American Strong Ale","Strong Ale",98,99,"Arrogant Brewing","Microbrewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1246","Lagunitas Sucks",63,8,240,"American Strong Ale","Strong Ale",1644,99,"Lagunitas Brewing Company (Heineken)","Microbrewery","Petaluma","CA","94954","29,864","16835",38.243299,-122.6069
"1247","Cigar City Capricho Oscuro (Batch 6)",30,12.2,366,"American Strong Ale","Strong Ale",19,99,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1248","Oceanside Ale Works American Strong Ale",NA,9.2,276,"American Strong Ale","Strong Ale",91,99,"Oceanside Ale Works","Microbrewery","Oceanside","CA","92056","28,073","163",33.195354,-117.28232
"1249","Founders Sumatra Mountain Brown",40,9,270,"American Strong Ale","Strong Ale",488,99,"Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","15,169","13540",42.964176,-85.65885
"1250","Cigar City Humidor Series Double American Black Ale",NA,11,330,"American Strong Ale","Strong Ale",101,99,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1251","Cigar City 110K+OT Batch #9",59,9.8,294,"American Strong Ale","Strong Ale",63,99,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1252","Firestone Walker Bravo",NA,13.2,396,"American Strong Ale","Strong Ale",152,99,"Firestone Walker Brewing (Duvel-Moortgat)","Commercial Brewery","Paso Robles","CA","93446","29,400","8515",35.640589,-120.70418
"1253","He??Brew Vertical Jewbelation",NA,10.5,315,"American Strong Ale","Strong Ale",223,99,"Shmaltz Brewing Company","Microbrewery","Clifton Park","NY","12065","7,659","5548",42.853676,-73.78445
"1254","Hair of the Dog Adam from the Wood - Rye Whiskey",NA,12.4,372,"American Strong Ale","Strong Ale",62,99,"Hair of the Dog Brewing Company","Brew Pub/Brewery","Portland","OR","97214","30,980","10960",45.51379,-122.6458
"1255","Arrogant Bastard Ale",NA,7.2,216,"American Strong Ale","Strong Ale",4251,99,"Arrogant Brewing","Microbrewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1256","Captain Lawrence Nor?? Easter Winter Warmer",NA,12,360,"American Strong Ale","Strong Ale",415,99,"Captain Lawrence Brewing Company","Microbrewery","Elmsford","NY","10523","11,727","16025",41.057089,-73.81658
"1257","Stone Bastard??s Midnight Brunch",NA,12.7,381,"American Strong Ale","Strong Ale",66,99,"Stone Brewing","Commercial Brewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1258","Cycle Buddy Shots",NA,11,330,"American Strong Ale","Strong Ale",38,99,"Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","33,903","14425",27.770955,-82.63931
"1259","Tusk & Grain Barrel Blend No. 01",NA,12.5,375,"American Strong Ale","Strong Ale",22,99,"Saint Archer Brewing Company (MillerCoors)","Microbrewery","San Diego","CA","92121","34,303","6960",32.899996,-117.20722
"1260","Arrogant Double Bastard Ale - Whiskey Barrel",95,12.6,378,"American Strong Ale","Strong Ale",219,99,"Arrogant Brewing","Microbrewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1261","Modern Times Devil??s Teeth - Bourbon Barrel",60,11,330,"American Strong Ale","Strong Ale",23,99,"Modern Times Beer","Microbrewery","San Diego","CA","92110","34,355","6960",32.766482,-117.20077
"1262","FiftyFifty BART (2013-2014)",NA,12,360,"American Strong Ale","Strong Ale",51,99,"FiftyFifty Brewing Company","Brew Pub","Truckee","CA","96161","39,039","2497",39.339574,-120.22805
"1263","Stone Lukcy Basartd Ale (Lucky Bastard)",NA,8.5,255,"American Strong Ale","Strong Ale",883,99,"Stone Brewing","Commercial Brewery","Escondido","CA","92029","12,182","17514",33.087868,-117.11558
"1264","Cycle Batch 300 - Single Malt Whiskey",NA,9.5,285,"American Strong Ale","Strong Ale",85,99,"Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","33,903","14425",27.770955,-82.63931
"1265","Founders Cashew Mountain Brown",NA,10,300,"American Strong Ale","Strong Ale",36,99,"Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","15,169","13540",42.964176,-85.65885
"1266","Oskar Blues G??Knight Imperial Red IPA",60,8.7,261,"American Strong Ale","Strong Ale",1879,99,"Oskar Blues Brewery","Microbrewery","Longmont","CO","80501","21,979","3718",40.171484,-105.10033
"1267","Green Flash Lustrous Frumento",NA,13.5,405,"American Strong Ale","Strong Ale",23,99,"Green Flash Brewing Company","Microbrewery","San Diego","CA","92121","34,303","6960",32.899996,-117.20722
"1268","Cigar City Xenu Cream Lager",NA,5,150,"Premium Lager","Pils/Lager",10,80,"Cigar City Brewing","Microbrewery","Tampa","FL","33607","38,089","24636",27.963798,-82.49537
"1269","Victory Hallertauer Pils",NA,5.2,156,"Pilsener","Pils/Lager",28,95,"Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","10,571","14117",40.02342,-75.71389
"1270","Half Acre Stargrazer",NA,6,180,"Premium Lager","Pils/Lager",10,87,"Half Acre Beer Company","Microbrewery","Chicago","IL","60618","6,988","11056",41.945681,-87.7048
"1271","Schlafly Noble Lager",25,5,150,"Premium Lager","Pils/Lager",21,76,"Saint Louis Brewery","Brew Pub/Brewery","Saint Louis","MO","63103","33,720","4037",38.631451,-90.21415
"1272","Gigantic / Three Floyds Crescendo of Doom",NA,6.3,189,"Premium Lager","Pils/Lager",13,75,"Gigantic Brewing Co.","Microbrewery","Portland","OR","97202","30,983","10960",45.481791,-122.64055
"1273","Grassroots Brother Soign??",NA,5,150,"Saison","Saison",347,100,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1274","Urban Chestnut Seitz Farm Terroir Lager",40,6.3,189,"Premium Lager","Pils/Lager",19,80,"Urban Chestnut Brewing Company","Brew Pub/Brewery","Saint Louis","MO","63103","33,720","4037",38.631451,-90.21415
"1275","Breakside Doug Fir Logger",21,5.5,165,"Premium Lager","Pils/Lager",18,73,"Breakside Brewery","Microbrewery","Portland","OR","97211","30,990","10960",45.56544,-122.64635
"1276","Against the Grain / Stillwater #Poundsign",NA,4,120,"Premium Lager","Pils/Lager",41,69,"Against the Grain Brewery","Brew Pub/Brewery","Louisville","KY","40202","22,235","11333",38.252854,-85.75137
"1277","Fort George 1811 Lager",NA,5.1,153,"Premium Lager","Pils/Lager",70,69,"Fort George Brewery","Brew Pub/Brewery","Astoria","OR","97103","1,592","14399",46.155007,-123.7417
"1278","Indeed Dandy Lager",40,6.4,192,"Premium Lager","Pils/Lager",31,68,"Indeed Brewing Company","Microbrewery","Minneapolis","MN","55413","24,922","23182",44.997665,-93.24927
"1279","Bauhaus Brew Labs Copperpop",60,5.6,168,"Premium Lager","Pils/Lager",10,65,"Bauhaus Brew Labs","Microbrewery","Minneapolis","MN","55413","24,922","23182",44.997665,-93.24927
"1280","Rapp Polotmav?? Spezi??l",NA,6,180,"Polotmav??","Other (Cider, Mead, etc.)",17,74,"Rapp Brewing Company","Microbrewery","Largo","FL","33777","20,692","1444",27.851052,-82.76111
"1281","Full Sail Session Fest Red Lager",26,6.2,186,"Polotmav??","Other (Cider, Mead, etc.)",224,52,"Full Sail Brewing Company","Microbrewery","Hood River","OR","97031","17,446","13536",45.673147,-121.5368
"1282","Zero Gravity Tmav??",NA,5,150,"Polotmav??","Other (Cider, Mead, etc.)",10,44,"Zero Gravity Craft Brewery","Brew Pub/Brewery","Burlington","VT","05401","5,241","9359",44.484038,-73.22126
"1283","Superstition Blueberry Spaceship Box Cider",NA,6.9,207,"Cider","Other (Cider, Mead, etc.)",74,99,"Superstition Meadery","Meadery","Prescott","AZ","86301","31,253","7578",34.589477,-112.44726
"1284","Heater Allen Pils",38,5,150,"Pilsener","Pils/Lager",151,99,"Heater Allen Brewing Co.","Microbrewery","Mcminnville","OR","97128","23,826","6448",45.210104,-123.20747
"1285","Hill Farmstead Mary",NA,4.75,142,"Pilsener","Pils/Lager",182,98,"Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","15,509","16829",44.574196,-72.24333
"1286","Sly Fox Keller Pils",NA,4.9,147,"Pilsener","Pils/Lager",26,97,"Sly Fox Brewing Company","Brew Pub/Brewery","Phoenixville","PA","19460","30,124","5778",40.126271,-75.52341
"1287","Deschutes Pub Reserve Series: Pilsner Pie",34,5.8,174,"Pilsener","Pils/Lager",10,97,"Deschutes Brewery","Microbrewery","Bend","OR","97702","3,030","4847",44.020483,-121.30891
"1288","Other Half / Creature Comforts Grits ??N?? Greens",NA,5.9,177,"Pilsener","Pils/Lager",23,96,"Other Half Brewing","Microbrewery","Brooklyn","NY","11231","4,777","4881",40.645256,-73.95553
"1289","Suarez Family Palatine Pils",NA,5.2,156,"Pilsener","Pils/Lager",22,95,"Suarez Family Brewery","Microbrewery","Hudson","NY","12534","17,852","23899",42.22948,-73.75846
